Brand,Age,kmDriven,Transmission,Owner,FuelType
Honda,6,85000.0,Manual,first,petrol
Toyota,1,58210.0,Automatic,first,petrol
Hyundai,14,70000.0,Manual,second,hybrid
Volkswagen,12,29900.0,Manual,first,diesel
Ford,4,58000.0,Manual,second,petrol
Hyundai,4,30000.0,Manual,first,petrol
Maruti Suzuki,5,105919.0,Manual,first,diesel
Lexus,2,80000.0,Automatic,first,hybrid/cng
Mercedes-Benz,6,70000.0,Automatic,first,diesel
Maruti Suzuki,6,82000.0,Automatic,second,hybrid/cng
Hyundai,4,130000.0,Manual,second,hybrid
Maruti Suzuki,3,32.0,Automatic,first,hybrid
Mercedes-Benz,11,92203.0,Automatic,second,diesel
Renault,6,50743.0,Manual,first,petrol
Maruti Suzuki,8,67010.0,Manual,second,hybrid/cng
Nissan,8,100000.0,Automatic,second,diesel
Ford,13,140000.0,Manual,first,diesel
Tata,9,26000.0,Automatic,first,petrol
Honda,11,42000.0,Automatic,second,petrol
Mahindra,4,45000.0,Automatic,second,diesel
Mahindra,11,84000.0,Manual,second,diesel
Maruti Suzuki,6,70000.0,Manual,second,petrol
Maruti Suzuki,7,139120.0,Manual,second,diesel
Hyundai,4,15000.0,Manual,first,petrol
Maruti Suzuki,10,300.0,Automatic,second,hybrid
Toyota,2,14300.0,Automatic,first,diesel
Mercedes-Benz,6,15000.0,Automatic,second,diesel
Hyundai,2,42200.0,Automatic,second,diesel
Hyundai,5,65000.0,Automatic,first,hybrid
Honda,9,79000.0,Automatic,second,petrol
Skoda,8,157000.0,Automatic,second,diesel
Tata,5,70000.0,Manual,first,diesel
Maruti Suzuki,2,175110.0,Manual,first,petrol
BMW,7,63400.0,Automatic,second,diesel
Maruti Suzuki,2,52000.0,Automatic,first,petrol
Hyundai,3,63000.0,Automatic,first,diesel
BMW,12,90000.0,Automatic,first,diesel
Maruti Suzuki,8,73860.0,Automatic,second,hybrid/cng
Renault,6,42000.0,Manual,first,petrol
Maruti Suzuki,7,49000.0,Automatic,first,petrol
Maruti Suzuki,6,72523.0,Automatic,first,diesel
Hyundai,3,16.0,Automatic,second,petrol
BMW,8,72000.0,Automatic,second,diesel
Hyundai,13,100000.0,Automatic,second,hybrid/cng
Maruti Suzuki,0,15000.0,Manual,first,hybrid/cng
Maruti Suzuki,8,75000.0,Automatic,second,hybrid/cng
Hyundai,1,12700.0,Manual,first,petrol
Honda,7,69000.0,Automatic,first,petrol
Mahindra,10,300000.0,Manual,first,diesel
Toyota,7,97000.0,Automatic,second,diesel
Maruti Suzuki,6,80000.0,Automatic,second,hybrid
Kia,4,34000.0,Manual,first,diesel
Maruti Suzuki,7,63000.0,Manual,first,hybrid/cng
Nissan,10,80000.0,Manual,second,diesel
Maruti Suzuki,10,95000.0,Manual,second,hybrid/cng
Maruti Suzuki,5,70737.0,Automatic,second,diesel
Hyundai,5,80000.0,Manual,first,petrol
Honda,5,45000.0,Automatic,first,petrol
Hyundai,8,131000.0,Manual,second,diesel
Tata,5,74576.0,Manual,first,diesel
Mahindra,6,82000.0,Automatic,first,diesel
Toyota,7,107000.0,Automatic,first,diesel
Hyundai,11,73000.0,Manual,first,hybrid
Hyundai,11,63000.0,Manual,second,petrol
Maruti Suzuki,11,54268.0,Manual,first,petrol
Ford,6,75000.0,Manual,second,petrol
Honda,5,86000.0,Manual,first,hybrid
BMW,12,72000.0,Automatic,second,petrol
Hyundai,1,58000.0,Manual,first,diesel
Honda,8,80000.0,Manual,first,diesel
Maruti Suzuki,4,240000.0,Manual,first,hybrid
Hyundai,6,120000.0,Automatic,second,hybrid
Honda,9,300000.0,Automatic,second,petrol
Maruti Suzuki,3,70000.0,Automatic,first,hybrid/cng
Maruti Suzuki,6,74000.0,Manual,first,diesel
Renault,8,86000.0,Manual,first,diesel
Maruti Suzuki,8,10000.0,Automatic,first,hybrid
Toyota,1,7200.0,Automatic,second,petrol
Mercedes-Benz,8,300000.0,Automatic,second,petrol
Toyota,10,100080.0,Manual,second,diesel
Honda,14,100000.0,Automatic,second,hybrid
MG,5,46000.0,Automatic,first,hybrid/cng
Toyota,9,95000.0,Manual,first,diesel
Hyundai,3,48000.0,Manual,first,hybrid/cng
Toyota,9,115000.0,Automatic,second,hybrid
Maruti Suzuki,10,141500.0,Manual,first,diesel
Hyundai,7,54000.0,Automatic,first,petrol
Hyundai,13,80000.0,Automatic,first,hybrid
Hyundai,0,3500.0,Manual,first,hybrid/cng
Mahindra,6,90000.0,Manual,second,diesel
Hyundai,6,30000.0,Manual,second,petrol
Maruti Suzuki,12,82000.0,Manual,second,diesel
Maruti Suzuki,12,87000.0,Manual,first,hybrid/cng
Mahindra,6,110668.0,Manual,second,diesel
Maruti Suzuki,9,1000.0,Automatic,first,hybrid/cng
Tata,5,40000.0,Manual,second,hybrid
Maruti Suzuki,14,70000.0,Manual,first,petrol
Hyundai,2,48000.0,Manual,first,diesel
Volkswagen,5,50000.0,Automatic,second,petrol
Maruti Suzuki,11,300000.0,Manual,second,hybrid/cng
BMW,5,63000.0,Automatic,first,diesel
Tata,6,103000.0,Manual,second,diesel
Mercedes-Benz,5,33500.0,Automatic,first,diesel
Ford,5,40860.0,Automatic,first,hybrid/cng
Honda,8,64000.0,Manual,second,hybrid/cng
Jaguar,7,40000.0,Automatic,second,petrol
Mercedes-Benz,1,25000.0,Automatic,first,diesel
Toyota,4,71000.0,Automatic,second,diesel
Hyundai,16,105000.0,Manual,second,petrol
Hyundai,14,60000.0,Automatic,second,petrol
Maruti Suzuki,8,61000.0,Manual,second,petrol
Honda,12,66000.0,Automatic,first,hybrid/cng
Hyundai,11,100000.0,Automatic,first,hybrid/cng
Maruti Suzuki,3,65000.0,Manual,first,hybrid
Land Rover,5,64256.0,Automatic,first,diesel
Tata,3,61000.0,Automatic,second,diesel
Honda,12,85000.0,Manual,second,petrol
Maruti Suzuki,3,44000.0,Automatic,first,hybrid/cng
Audi,14,98000.0,Automatic,second,diesel
Hyundai,5,300000.0,Manual,first,hybrid/cng
Hyundai,4,47000.0,Automatic,first,hybrid
Audi,4,61000.0,Automatic,first,petrol
Maruti Suzuki,6,27000.0,Automatic,second,petrol
Maruti Suzuki,8,55000.0,Automatic,first,petrol
Volkswagen,8,37000.0,Automatic,second,petrol
Maruti Suzuki,5,62000.0,Manual,first,petrol
Maruti Suzuki,12,110000.0,Manual,second,petrol
Hyundai,6,83000.0,Automatic,first,diesel
Maruti Suzuki,3,50000.0,Manual,first,hybrid
Hyundai,14,42000.0,Manual,first,petrol
Mahindra,8,76880.0,Manual,first,diesel
Audi,9,108000.0,Automatic,second,diesel
Maruti Suzuki,8,60000.0,Automatic,second,petrol
Maruti Suzuki,4,95000.0,Automatic,first,hybrid
Maruti Suzuki,3,37000.0,Automatic,first,hybrid/cng
Hyundai,13,85000.0,Automatic,second,hybrid
Honda,11,110000.0,Automatic,second,petrol
Maruti Suzuki,17,84000.0,Manual,second,petrol
Hyundai,9,46000.0,Manual,second,petrol
Toyota,10,107000.0,Manual,second,diesel
BMW,12,70000.0,Automatic,first,diesel
Maruti Suzuki,5,67000.0,Manual,first,hybrid
Honda,9,90000.0,Automatic,second,petrol
Mahindra,0,150.0,Automatic,first,hybrid/cng
Honda,11,130000.0,Manual,second,petrol
Hyundai,2,41000.0,Automatic,first,diesel
Land Rover,5,16000.0,Automatic,first,petrol
Maruti Suzuki,0,12000.0,Manual,first,hybrid/cng
Mercedes-Benz,10,157000.0,Automatic,second,diesel
Maruti Suzuki,5,95000.0,Automatic,first,hybrid
Maruti Suzuki,12,55000.0,Manual,second,hybrid/cng
Tata,5,68000.0,Manual,second,diesel
Maruti Suzuki,14,50000.0,Manual,second,petrol
Maruti Suzuki,8,75000.0,Manual,first,hybrid/cng
Maruti Suzuki,10,100000.0,Manual,second,hybrid/cng
Maruti Suzuki,5,65000.0,Manual,second,hybrid
Hyundai,6,110000.0,Automatic,first,diesel
Hyundai,7,40000.0,Manual,first,petrol
Honda,8,60000.0,Automatic,second,petrol
Hyundai,1,12340.0,Automatic,first,hybrid/cng
Maruti Suzuki,2,15419.0,Manual,first,hybrid/cng
Hyundai,9,63000.0,Automatic,second,petrol
Renault,8,50588.0,Manual,second,petrol
Mahindra,7,90000.0,Automatic,second,hybrid/cng
Maruti Suzuki,5,135000.0,Manual,second,diesel
Maruti Suzuki,10,25.0,Automatic,second,hybrid
Mercedes-Benz,7,10000.0,Automatic,second,petrol
Tata,3,31000.0,Automatic,second,diesel
Kia,3,47000.0,Automatic,first,diesel
Hyundai,13,67000.0,Automatic,second,petrol
Hyundai,6,65000.0,Automatic,first,hybrid
Tata,9,22000.0,Automatic,second,petrol
Mahindra,5,120000.0,Manual,first,diesel
Maruti Suzuki,7,102000.0,Manual,second,petrol
Volkswagen,11,300000.0,Automatic,first,petrol
Mahindra,8,90000.0,Manual,second,diesel
Maruti Suzuki,12,70000.0,Manual,second,hybrid
Mercedes-Benz,11,69000.0,Automatic,first,diesel
Maruti Suzuki,7,19000.0,Manual,first,petrol
Hyundai,14,72000.0,Automatic,second,petrol
Tata,10,48000.0,Manual,second,petrol
Kia,5,79273.0,Manual,first,petrol
Ford,8,300000.0,Manual,first,diesel
Maruti Suzuki,7,55000.0,Automatic,second,petrol
Chevrolet,9,133000.0,Manual,second,hybrid/cng
MG,0,8000.0,Automatic,first,petrol
Tata,8,108000.0,Manual,second,diesel
Audi,7,29500.0,Automatic,second,diesel
Maruti Suzuki,18,125000.0,Manual,second,petrol
Kia,3,11000.0,Automatic,first,diesel
Maruti Suzuki,24,50000.0,Manual,second,petrol
Tata,2,31000.0,Automatic,first,diesel
Honda,8,210000.0,Manual,first,petrol
Maruti Suzuki,6,300000.0,Manual,first,petrol
Hyundai,10,79900.0,Manual,second,hybrid
BMW,6,98500.0,Automatic,second,diesel
Honda,9,36000.0,Automatic,second,petrol
Audi,13,86000.0,Automatic,second,diesel
Maruti Suzuki,3,38500.0,Manual,first,hybrid/cng
Mahindra,5,110000.0,Manual,first,diesel
Renault,2,10000.0,Automatic,first,petrol
Ford,9,120000.0,Manual,second,diesel
Maruti Suzuki,4,56000.0,Automatic,first,hybrid
Volkswagen,13,22000.0,Manual,first,petrol
Hyundai,13,100000.0,Automatic,second,hybrid
Ford,8,100000.0,Automatic,second,diesel
Honda,7,53000.0,Automatic,second,petrol
Maruti Suzuki,9,80000.0,Manual,second,petrol
Hyundai,1,13000.0,Automatic,first,diesel
Renault,4,35000.0,Manual,first,petrol
Toyota,7,58200.0,Automatic,first,diesel
Renault,8,58865.0,Manual,second,hybrid
Audi,4,40000.0,Automatic,second,diesel
Volkswagen,10,90000.0,Manual,second,petrol
Honda,14,80000.0,Automatic,second,hybrid
Nissan,13,90000.0,Manual,second,hybrid/cng
Toyota,11,250000.0,Manual,second,diesel
Maruti Suzuki,8,46000.0,Automatic,second,petrol
Hyundai,2,59000.0,Manual,first,petrol
Maruti Suzuki,4,78000.0,Automatic,first,diesel
Hyundai,6,68000.0,Automatic,first,diesel
Hyundai,5,37000.0,Manual,second,petrol
Audi,12,76532.0,Automatic,second,diesel
Mercedes-Benz,10,65666.0,Automatic,second,diesel
Renault,8,61500.0,Automatic,first,diesel
Mahindra,7,300000.0,Automatic,second,diesel
Hyundai,1,10110.0,Manual,first,petrol
Audi,6,134000.0,Automatic,first,diesel
Renault,3,39000.0,Automatic,first,petrol
Nissan,10,98400.0,Manual,second,diesel
Jeep,6,75000.0,Automatic,second,petrol
Toyota,10,126000.0,Automatic,second,diesel
Hyundai,5,80000.0,Manual,second,diesel
Mercedes-Benz,12,99500.0,Automatic,first,diesel
Maruti Suzuki,9,104000.0,Automatic,second,petrol
Hyundai,8,64000.0,Automatic,first,diesel
Maruti Suzuki,104,60000.0,Manual,first,petrol
Hyundai,12,46000.0,Manual,second,petrol
Maruti Suzuki,0,12340.0,Manual,first,hybrid/cng
Maruti Suzuki,8,95000.0,Manual,second,hybrid
Maruti Suzuki,12,92500.0,Manual,second,hybrid/cng
Mercedes-Benz,13,75000.0,Automatic,second,diesel
Audi,10,172000.0,Automatic,second,diesel
Volkswagen,5,15000.0,Manual,first,petrol
Volkswagen,9,96000.0,Automatic,first,diesel
Skoda,9,48500.0,Automatic,second,petrol
Volkswagen,11,62000.0,Automatic,second,petrol
Audi,9,84000.0,Automatic,first,diesel
Maruti Suzuki,4,71000.0,Manual,second,hybrid
Maruti Suzuki,18,106000.0,Manual,second,petrol
Hyundai,6,300000.0,Manual,first,hybrid/cng
Volkswagen,12,88049.0,Manual,second,diesel
Hyundai,7,85000.0,Automatic,second,hybrid/cng
Maruti Suzuki,9,78000.0,Manual,second,hybrid
Hyundai,13,100000.0,Manual,second,diesel
Maruti Suzuki,5,53000.0,Manual,first,diesel
Toyota,17,121931.0,Automatic,second,petrol
Maruti Suzuki,3,18000.0,Manual,first,petrol
Honda,3,150000.0,Automatic,first,petrol
Kia,4,46000.0,Manual,first,petrol
Mercedes-Benz,4,30000.0,Automatic,first,diesel
Maruti Suzuki,13,75000.0,Manual,second,petrol
Hyundai,15,90200.0,Manual,second,hybrid
Maruti Suzuki,6,93000.0,Automatic,first,hybrid
Maruti Suzuki,5,52500.0,Manual,second,petrol
Maruti Suzuki,7,110000.0,Manual,second,diesel
Mahindra,7,54560.0,Manual,second,diesel
Honda,12,108000.0,Automatic,second,hybrid
Volkswagen,13,55000.0,Manual,second,petrol
Hyundai,1,19920.0,Automatic,first,petrol
Maruti Suzuki,9,82000.0,Automatic,second,hybrid/cng
Toyota,8,130000.0,Automatic,second,petrol
Ford,7,55000.0,Automatic,second,hybrid
Isuzu,6,96000.0,Manual,second,diesel
Maruti Suzuki,3,68000.0,Manual,first,hybrid/cng
Maruti Suzuki,7,84127.0,Manual,first,petrol
Maruti Suzuki,8,108000.0,Automatic,second,petrol
Maruti Suzuki,0,10000.0,Automatic,first,hybrid
Maruti Suzuki,3,46000.0,Manual,second,hybrid
BMW,13,110000.0,Automatic,second,diesel
Volkswagen,11,99000.0,Manual,second,diesel
Hyundai,11,102091.0,Automatic,second,hybrid/cng
Volkswagen,5,78500.0,Automatic,first,diesel
Land Rover,9,180650.0,Automatic,second,diesel
Maruti Suzuki,10,91000.0,Manual,second,diesel
Volvo,6,53000.0,Automatic,first,diesel
Maruti Suzuki,7,66000.0,Manual,second,petrol
Honda,8,55000.0,Automatic,second,hybrid/cng
Toyota,9,295000.0,Manual,first,diesel
Renault,3,18000.0,Automatic,second,petrol
Maruti Suzuki,3,60000.0,Automatic,first,hybrid/cng
Tata,3,90000.0,Automatic,second,diesel
BMW,15,70000.0,Automatic,second,diesel
Chevrolet,12,81000.0,Manual,first,diesel
Renault,7,300000.0,Manual,first,petrol
Volkswagen,11,75000.0,Automatic,second,petrol
Maruti Suzuki,11,110000.0,Manual,second,diesel
Land Rover,6,60000.0,Automatic,first,diesel
Kia,2,62000.0,Manual,first,petrol
Maruti Suzuki,6,60000.0,Manual,second,hybrid/cng
Maruti Suzuki,5,32000.0,Automatic,first,hybrid
Tata,9,103000.0,Automatic,second,diesel
Audi,5,98000.0,Automatic,second,diesel
Maruti Suzuki,12,112000.0,Automatic,second,diesel
Ford,8,80000.0,Manual,second,diesel
Maruti Suzuki,1,6000.0,Automatic,first,hybrid
Renault,8,38000.0,Manual,second,petrol
Mercedes-Benz,10,58000.0,Automatic,first,petrol
Toyota,4,300000.0,Automatic,first,diesel
Audi,12,86310.0,Manual,first,diesel
Chevrolet,13,67240.0,Manual,second,petrol
Maruti Suzuki,10,86265.0,Manual,second,diesel
Tata,3,47000.0,Automatic,second,petrol
Honda,12,67000.0,Automatic,second,hybrid
Toyota,6,300000.0,Automatic,first,diesel
Maruti Suzuki,14,74000.0,Manual,second,petrol
Hyundai,8,62000.0,Automatic,first,petrol
Volkswagen,2,27000.0,Manual,second,petrol
Maruti Suzuki,17,86000.0,Manual,second,petrol
Renault,6,19308.0,Automatic,first,petrol
Maruti Suzuki,7,61300.0,Automatic,second,hybrid/cng
Land Rover,6,85000.0,Automatic,first,diesel
Maruti Suzuki,9,86000.0,Manual,second,diesel
Ford,6,79000.0,Automatic,first,petrol
Maruti Suzuki,14,87000.0,Manual,second,hybrid/cng
Ford,6,49000.0,Manual,second,petrol
Honda,8,54000.0,Manual,first,diesel
Maruti Suzuki,2,16000.0,Manual,first,hybrid/cng
Tata,12,100000.0,Automatic,second,diesel
Maruti Suzuki,13,80500.0,Manual,second,hybrid
Toyota,8,127000.0,Manual,second,diesel
Hyundai,9,51000.0,Automatic,second,petrol
Mahindra,2,18000.0,Automatic,first,diesel
Skoda,11,58000.0,Automatic,first,petrol
Maruti Suzuki,5,48500.0,Automatic,first,diesel
Maruti Suzuki,13,50000.0,Automatic,second,hybrid
Hyundai,6,51000.0,Manual,second,petrol
Mahindra,2,40000.0,Manual,first,diesel
Tata,1,40000.0,Automatic,first,hybrid
Hyundai,8,56000.0,Automatic,second,petrol
Maruti Suzuki,0,548.0,Manual,first,hybrid
Ford,16,158000.0,Automatic,second,petrol
Skoda,13,90000.0,Automatic,second,petrol
Tata,4,105800.0,Automatic,first,petrol
Maruti Suzuki,7,61000.0,Manual,second,diesel
Hyundai,6,62000.0,Manual,second,hybrid
Maruti Suzuki,9,70000.0,Manual,second,diesel
Maruti Suzuki,14,80000.0,Manual,first,petrol
Audi,9,73930.0,Automatic,second,diesel
Hyundai,8,39000.0,Automatic,first,petrol
Maruti Suzuki,10,65000.0,Automatic,second,petrol
Tata,5,50000.0,Automatic,first,hybrid/cng
Maruti Suzuki,6,79000.0,Manual,first,diesel
Hyundai,6,220000.0,Manual,second,hybrid
Hyundai,7,49500.0,Manual,first,petrol
Maruti Suzuki,15,55000.0,Manual,second,petrol
Ford,7,90000.0,Manual,second,hybrid
Tata,2,78997.0,Manual,first,hybrid
Skoda,2,38917.0,Manual,first,petrol
Hyundai,5,78000.0,Automatic,first,petrol
Hyundai,5,20000.0,Automatic,first,petrol
Maruti Suzuki,10,68000.0,Manual,second,hybrid
Maruti Suzuki,8,75000.0,Automatic,second,hybrid
Mercedes-Benz,4,47000.0,Automatic,first,diesel
Hyundai,9,53000.0,Automatic,first,hybrid
Hyundai,6,39500.0,Manual,first,petrol
Maruti Suzuki,7,35000.0,Manual,first,petrol
Tata,11,85000.0,Manual,second,diesel
Skoda,4,31010.0,Automatic,second,petrol
Maruti Suzuki,11,43000.0,Manual,first,petrol
Volkswagen,8,78000.0,Automatic,first,petrol
Toyota,8,110000.0,Manual,second,petrol
Toyota,9,168000.0,Manual,first,diesel
Maruti Suzuki,1,14000.0,Automatic,first,hybrid/cng
Hyundai,7,76000.0,Manual,first,diesel
Honda,3,38000.0,Automatic,first,petrol
Maruti Suzuki,9,105000.0,Manual,first,petrol
Mahindra,9,74000.0,Manual,first,diesel
Maruti Suzuki,7,42000.0,Automatic,first,hybrid
Honda,8,74000.0,Manual,second,hybrid/cng
Maruti Suzuki,7,58234.0,Manual,first,diesel
Toyota,7,105000.0,Automatic,second,petrol
Honda,11,54000.0,Manual,first,petrol
Maruti Suzuki,0,58000.0,Automatic,first,hybrid/cng
Hyundai,7,66000.0,Automatic,first,petrol
Honda,9,103000.0,Automatic,first,hybrid/cng
Ambassador,21,1.0,Manual,second,petrol
Skoda,2,21000.0,Automatic,first,petrol
Audi,8,63000.0,Automatic,second,diesel
Mahindra,8,85000.0,Manual,first,diesel
Land Rover,7,78000.0,Automatic,second,diesel
Maruti Suzuki,9,300000.0,Manual,first,diesel
Mahindra,2,45000.0,Manual,first,diesel
Honda,10,52000.0,Automatic,second,petrol
Honda,8,300000.0,Automatic,first,petrol
Volkswagen,14,59000.0,Manual,first,petrol
Datsun,7,60000.0,Manual,first,petrol
Honda,8,59000.0,Automatic,second,petrol
Honda,15,82000.0,Automatic,first,hybrid
Honda,15,86368.0,Automatic,second,hybrid
Volkswagen,10,71000.0,Manual,first,hybrid/cng
MG,5,16000.0,Automatic,second,petrol
Tata,2,9014.0,Automatic,first,petrol
Maruti Suzuki,5,35492.0,Automatic,first,hybrid/cng
Maruti Suzuki,11,82000.0,Manual,second,hybrid
Honda,7,54000.0,Automatic,second,petrol
BMW,9,20000.0,Automatic,first,diesel
Maruti Suzuki,3,95000.0,Automatic,first,hybrid
Volkswagen,9,61000.0,Manual,second,petrol
Maruti Suzuki,2,220000.0,Manual,first,petrol
Toyota,12,92000.0,Manual,second,diesel
Maruti Suzuki,4,150000.0,Automatic,first,hybrid
Mercedes-Benz,16,300000.0,Automatic,second,diesel
Renault,3,58000.0,Automatic,second,petrol
Maruti Suzuki,3,86000.0,Automatic,first,petrol
Tata,2,19000.0,Manual,first,petrol
Tata,0,10500.0,Automatic,first,hybrid
Tata,3,29336.0,Manual,first,diesel
Hyundai,13,300000.0,Manual,second,hybrid
Hyundai,13,85000.0,Manual,second,petrol
Volkswagen,10,96000.0,Manual,second,diesel
Hyundai,9,139000.0,Manual,first,diesel
Hyundai,7,82000.0,Manual,first,petrol
Maruti Suzuki,9,113000.0,Automatic,second,petrol
Hyundai,1,240000.0,Automatic,second,diesel
Honda,9,69000.0,Manual,second,hybrid/cng
Toyota,0,16800.0,Automatic,second,hybrid
Isuzu,3,110000.0,Manual,first,diesel
Hyundai,3,33000.0,Automatic,first,petrol
Maruti Suzuki,7,50000.0,Automatic,first,petrol
Audi,10,71000.0,Automatic,second,diesel
Maruti Suzuki,7,29000.0,Automatic,first,petrol
Renault,4,72000.0,Automatic,first,petrol
Ford,13,74300.0,Automatic,first,hybrid
Volkswagen,15,38000.0,Automatic,second,petrol
Lexus,6,40000.0,Automatic,second,petrol
Hyundai,5,65473.0,Manual,first,hybrid/cng
Honda,4,70000.0,Automatic,second,petrol
Hyundai,9,57000.0,Automatic,second,hybrid
Honda,3,300000.0,Manual,first,diesel
Fiat,14,65000.0,Manual,first,diesel
Maruti Suzuki,6,52500.0,Manual,second,petrol
Maruti Suzuki,13,100000.0,Manual,second,diesel
Tata,11,85000.0,Manual,second,diesel
Maruti Suzuki,7,86500.0,Automatic,first,hybrid
Honda,9,63007.0,Manual,first,petrol
Maruti Suzuki,2,31000.0,Manual,first,hybrid
Maruti Suzuki,4,62000.0,Manual,first,petrol
Maruti Suzuki,6,62583.0,Manual,second,diesel
Hyundai,7,49600.0,Manual,second,hybrid/cng
Maruti Suzuki,13,77000.0,Manual,second,hybrid/cng
Mercedes-Benz,11,78000.0,Automatic,first,diesel
Mahindra,0,33000.0,Manual,first,diesel
Maruti Suzuki,13,103000.0,Manual,second,petrol
Honda,10,100000.0,Automatic,second,hybrid
Maruti Suzuki,12,100000.0,Automatic,second,hybrid/cng
Maruti Suzuki,5,81000.0,Manual,second,petrol
Nissan,4,16330.0,Automatic,first,petrol
Hyundai,9,80000.0,Manual,first,petrol
Mahindra,2,49000.0,Manual,first,diesel
Maruti Suzuki,13,90401.0,Manual,second,petrol
Honda,8,61000.0,Manual,second,diesel
Tata,14,60565.0,Manual,second,diesel
Maruti Suzuki,13,190000.0,Manual,first,diesel
Hyundai,2,34165.0,Manual,first,hybrid/cng
Hyundai,6,30000.0,Manual,second,petrol
Mahindra,2,52000.0,Manual,first,diesel
Tata,4,300000.0,Manual,first,diesel
Maruti Suzuki,15,36000.0,Manual,second,petrol
Hyundai,8,80000.0,Manual,first,diesel
Volkswagen,7,20000.0,Manual,first,petrol
Maruti Suzuki,12,77000.0,Manual,first,diesel
Volkswagen,13,70000.0,Automatic,second,hybrid
Toyota,9,248000.0,Automatic,first,diesel
Mahindra,0,7000.0,Automatic,first,diesel
Maruti Suzuki,8,130000.0,Automatic,first,hybrid
Mahindra,0,45.0,Automatic,first,diesel
Volkswagen,14,95000.0,Automatic,second,diesel
Isuzu,2,12000.0,Automatic,first,diesel
Volkswagen,12,123000.0,Manual,second,diesel
Ford,13,68000.0,Manual,first,petrol
Maruti Suzuki,12,160000.0,Automatic,first,hybrid
BMW,4,250000.0,Automatic,first,petrol
Tata,3,83235.0,Manual,first,diesel
Hyundai,0,3500.0,Automatic,first,hybrid/cng
Honda,10,65000.0,Automatic,first,petrol
Maruti Suzuki,11,70000.0,Manual,second,petrol
Audi,7,300000.0,Automatic,second,diesel
Audi,10,95000.0,Automatic,first,diesel
Mahindra,11,57450.0,Manual,first,diesel
Skoda,13,65000.0,Automatic,first,diesel
Toyota,4,37000.0,Automatic,first,diesel
Maruti Suzuki,8,86000.0,Manual,first,hybrid/cng
Maruti Suzuki,5,100000.0,Automatic,second,hybrid
Hyundai,6,34000.0,Automatic,second,petrol
Maruti Suzuki,9,97234.0,Manual,first,hybrid
Maruti Suzuki,5,120000.0,Automatic,second,hybrid
Maruti Suzuki,2,19245.0,Automatic,first,petrol
Hyundai,10,50680.0,Manual,first,diesel
Volkswagen,11,69000.0,Manual,second,diesel
Mahindra,2,27000.0,Automatic,second,petrol
