Brand,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,AskPrice_Log
Mahindra,8,90000.0,Manual,second,diesel,355000,12.779875885354993
Renault,2,60000.0,Manual,first,petrol,500000,13.122365377402328
Maruti Suzuki,5,98207.0,Manual,second,diesel,635000,13.361381852676738
Maruti Suzuki,4,155000.0,Manual,second,diesel,590000,13.28787951079572
Chevrolet,12,65000.0,Manual,first,diesel,155000,11.951186847493476
Toyota,12,82000.0,Manual,second,hybrid,375000,12.834683971615659
Maruti Suzuki,12,99000.0,Manual,second,petrol,330000,12.706850963741102
Ford,10,15.0,Automatic,second,diesel,380000,12.847929163278053
Maruti Suzuki,3,62347.0,Manual,first,petrol,670000,13.415034483903348
Ford,3,34000.0,Manual,first,petrol,745000,13.521140839642674
Maruti Suzuki,8,51000.0,Manual,second,hybrid,375000,12.834683971615659
Maruti Suzuki,13,53646.0,Manual,second,petrol,210000,12.25486757159303
Skoda,6,75000.0,Automatic,first,diesel,2000000,14.508658238524095
Maruti Suzuki,5,52500.0,Manual,first,hybrid,549000,13.215855541983634
Hyundai,10,85000.0,Manual,second,hybrid,230000,12.345838935721968
Toyota,9,198000.0,Manual,second,diesel,910000,13.721200977393528
Hyundai,14,55600.0,Automatic,second,petrol,200000,12.206077645517674
Hyundai,4,55000.0,Automatic,first,petrol,1090000,13.901689171636098
Maruti Suzuki,9,95000.0,Manual,first,hybrid,649999,13.38472764187182
Hyundai,7,53000.0,Automatic,second,petrol,490000,13.102162710901053
Skoda,7,39000.0,Automatic,second,petrol,1175000,13.976779556623864
Tata,14,100000.0,Automatic,second,diesel,180000,12.100717685412471
Ford,6,65000.0,Automatic,second,diesel,2790000,14.841552512220423
Maruti Suzuki,2,42000.0,Automatic,first,hybrid,520000,13.161586013632684
Maruti Suzuki,13,68538.0,Manual,second,hybrid,175000,12.07254696717504
Ford,6,78083.0,Automatic,first,diesel,1500000,14.220976332738882
Hyundai,11,68000.0,Automatic,first,petrol,379999,12.84792653170257
Ford,7,81235.0,Manual,second,diesel,675000,13.42246945133505
Hyundai,8,57000.0,Manual,first,petrol,650000,13.384729180332174
Ford,6,31000.0,Automatic,second,petrol,465000,13.049794835104816
Renault,6,45000.0,Automatic,first,petrol,374999,12.834681304952548
Mercedes-Benz,7,57000.0,Automatic,second,diesel,1750000,14.375126917328105
Mahindra,1,5000.0,Automatic,second,diesel,2299999,14.648419680899378
Maruti Suzuki,6,49000.0,Automatic,second,petrol,415000,12.936036208848487
Maruti Suzuki,13,86000.0,Manual,second,petrol,335000,12.721888795877375
Toyota,16,120000.0,Automatic,second,petrol,355000,12.779875885354993
Honda,10,35000.0,Automatic,second,petrol,450000,13.017005083966255
Maruti Suzuki,5,210000.0,Manual,second,hybrid,350000,12.765691290604371
Maruti Suzuki,14,50000.0,Manual,second,petrol,179000,12.095146671399466
Hyundai,5,32000.0,Manual,first,petrol,740000,13.51440681653079
Maruti Suzuki,10,60000.0,Automatic,second,hybrid,285000,12.560247968016562
Hyundai,11,70000.0,Automatic,first,petrol,288000,12.570719231334277
Maruti Suzuki,5,53000.0,Automatic,first,diesel,725000,13.493928313146206
Maruti Suzuki,6,86000.0,Manual,first,petrol,675000,13.42246945133505
Maruti Suzuki,9,45000.0,Manual,second,petrol,235000,12.367345048436391
Hyundai,5,50000.0,Automatic,first,hybrid,490000,13.102162710901053
Hyundai,8,43000.0,Manual,second,petrol,240000,12.388398368982115
Ford,4,60000.0,Automatic,second,diesel,3100000,14.946912992035967
Toyota,11,129000.0,Manual,second,diesel,420000,12.948012371209098
Land Rover,1,13000.0,Automatic,first,petrol,11700000,16.275099485238066
Toyota,10,126000.0,Automatic,second,diesel,1391000,14.145534189812583
Kia,3,46000.0,Automatic,second,diesel,2850000,14.862829903121964
Nissan,7,70805.0,Automatic,second,petrol,423800,12.957019284417138
Hyundai,5,77519.0,Manual,first,petrol,584000,13.277657974137664
Maruti Suzuki,6,78000.0,Manual,first,petrol,525000,13.171155446333852
Honda,6,51000.0,Automatic,first,diesel,650000,13.384729180332174
Maruti Suzuki,5,59500.0,Manual,first,hybrid,550000,13.217675375388819
Hyundai,12,90000.0,Manual,second,hybrid,215000,12.278397958261774
Maruti Suzuki,3,50000.0,Manual,first,hybrid,510000,13.1421679654829
Hyundai,5,65000.0,Automatic,first,hybrid,675000,13.42246945133505
Maruti Suzuki,5,45000.0,Manual,second,hybrid,425000,12.959846800844963
Maruti Suzuki,12,65000.0,Manual,second,hybrid,190000,12.154784614286667
Maruti Suzuki,6,43500.0,Automatic,second,hybrid,450000,13.017005083966255
Hyundai,7,29900.0,Automatic,second,petrol,220000,12.301387370778713
Maruti Suzuki,3,51000.0,Manual,first,hybrid,1051000,13.865253601333421
Mercedes-Benz,11,78000.0,Automatic,second,petrol,850000,13.652992804936396
Maruti Suzuki,0,42000.0,Manual,first,hybrid,699999,13.458835614025542
Maruti Suzuki,8,67000.0,Manual,first,petrol,500000,13.122365377402328
Maruti Suzuki,5,80000.0,Manual,second,petrol,400000,12.899222326086994
Hyundai,13,89000.0,Manual,second,hybrid,210000,12.25486757159303
Maruti Suzuki,8,16000.0,Automatic,first,petrol,470000,13.060490101343552
Renault,2,16000.0,Automatic,second,petrol,750000,13.527829818844937
Hyundai,1,5000.0,Automatic,second,petrol,1595000,14.282384921160133
Hyundai,8,72000.0,Automatic,second,hybrid,697000,13.454542124461861
Datsun,6,28.0,Automatic,first,hybrid,210000,12.25486757159303
Toyota,7,77000.0,Automatic,first,petrol,1050000,13.864301674514206
Hyundai,8,54000.0,Manual,second,petrol,390000,12.873904582205107
Volkswagen,3,33500.0,Automatic,first,petrol,2850000,14.862829903121964
Tata,4,38000.0,Manual,first,hybrid,675000,13.42246945133505
Toyota,0,6000.0,Manual,first,hybrid,1410000,14.159100971573958
Maruti Suzuki,6,300000.0,Automatic,second,diesel,790000,13.579789490265188
Volkswagen,2,20000.0,Automatic,second,petrol,1595000,14.282384921160133
Skoda,2,68000.0,Automatic,first,petrol,2250000,14.626441218624949
Volkswagen,6,68000.0,Automatic,second,petrol,725000,13.493928313146206
Maruti Suzuki,3,68000.0,Manual,first,hybrid,499999,13.122363377404328
Honda,12,59000.0,Manual,second,hybrid,375000,12.834683971615659
Volkswagen,3,41900.0,Manual,first,petrol,945000,13.758941264676379
Maruti Suzuki,7,55000.0,Manual,first,petrol,650000,13.384729180332174
Maruti Suzuki,8,70000.0,Automatic,first,hybrid,180000,12.100717685412471
Audi,11,97253.0,Automatic,first,diesel,1090000,13.901689171636098
Maruti Suzuki,2,89000.0,Automatic,first,hybrid,675000,13.42246945133505
Land Rover,4,50000.0,Automatic,second,diesel,12700000,16.357112630168974
Toyota,5,22000.0,Manual,first,petrol,598000,13.301347705172173
Mahindra,4,80000.0,Automatic,first,diesel,1589000,14.278616074845276
Volkswagen,8,80000.0,Automatic,second,petrol,525000,13.171155446333852
Hyundai,11,67000.0,Automatic,first,petrol,525000,13.171155446333852
Volkswagen,10,58000.0,Automatic,first,diesel,550000,13.217675375388819
Hyundai,13,300000.0,Manual,second,hybrid,190000,12.154784614286667
Ford,8,70000.0,Manual,second,diesel,380000,12.847929163278053
Maruti Suzuki,10,25.0,Automatic,second,hybrid,230000,12.345838935721968
Porsche,7,57000.0,Automatic,second,petrol,4450000,15.308414878861498
Maruti Suzuki,7,122000.0,Automatic,second,hybrid,320000,12.676079399771027
Hyundai,3,72000.0,Automatic,first,diesel,1511000,14.228282903068026
Honda,17,75000.0,Manual,second,petrol,225000,12.323860125621126
Hyundai,7,44000.0,Automatic,first,hybrid,711000,13.47442911525415
BMW,9,27189.0,Automatic,first,diesel,2400000,14.690979711984754
Mercedes-Benz,7,75000.0,Automatic,second,diesel,3150000,14.962913328262083
Hyundai,11,80000.0,Manual,second,hybrid,199999,12.206072645530174
Maruti Suzuki,12,96542.0,Automatic,second,diesel,240000,12.388398368982115
Maruti Suzuki,5,230000.0,Automatic,first,hybrid,400000,12.899222326086994
Maruti Suzuki,10,68000.0,Manual,second,hybrid,465000,13.049794835104816
Maruti Suzuki,2,52000.0,Manual,first,hybrid,550000,13.217675375388819
Mahindra,8,90000.0,Manual,second,diesel,765000,13.547632419997361
Hyundai,16,123000.0,Manual,second,petrol,130000,11.775297421715827
Kia,0,20000.0,Automatic,first,diesel,2250000,14.626441218624949
Maruti Suzuki,1,32000.0,Manual,first,hybrid,625000,13.345508528717259
Tata,2,78997.0,Manual,first,hybrid,627000,13.348703414510117
Maruti Suzuki,7,60000.0,Automatic,first,diesel,500000,13.122365377402328
Maruti Suzuki,18,89000.0,Manual,second,petrol,99000,11.502885230075814
Maruti Suzuki,7,58000.0,Manual,first,hybrid,390000,12.873904582205107
Hyundai,1,35000.0,Manual,first,petrol,870000,13.676249640055394
Hyundai,15,90200.0,Manual,second,hybrid,250000,12.429220196836383
Maruti Suzuki,0,2100.0,Manual,first,hybrid,925000,13.73755009757506
Maruti Suzuki,7,84000.0,Manual,second,diesel,590000,13.28787951079572
Mercedes-Benz,11,128000.0,Automatic,first,diesel,1150000,13.955273369904273
Maruti Suzuki,6,156000.0,Manual,first,hybrid,225000,12.323860125621126
Hyundai,8,101724.0,Manual,second,diesel,739999,13.514405465180353
Maruti Suzuki,17,25000.0,Automatic,first,hybrid,150000,11.918397239722838
Volvo,6,110000.0,Automatic,first,diesel,3400000,15.039286283703994
Renault,9,55000.0,Manual,second,diesel,599000,13.303018546545275
Honda,20,125000.0,Automatic,second,hybrid,135000,11.813037464800539
Land Rover,11,113400.0,Automatic,second,diesel,1275000,14.058457520888082
Honda,7,46121.0,Automatic,first,hybrid,475000,13.07107218827772
Audi,12,82449.0,Automatic,second,petrol,829000,13.627976640389322
BMW,9,53000.0,Automatic,second,diesel,1799999,14.403297222866392
Ford,10,95000.0,Manual,second,diesel,359000,12.791080452981857
Maruti Suzuki,8,22.0,Automatic,second,hybrid,180000,12.100717685412471
Hyundai,1,35000.0,Manual,first,hybrid,700000,13.45883704259595
Maruti Suzuki,4,65000.0,Manual,first,hybrid,948888,13.763047105524546
Maruti Suzuki,7,105000.0,Manual,second,hybrid,795000,13.586098651497313
Maruti Suzuki,6,81258.0,Manual,second,hybrid,260000,12.468440756144114
BMW,13,110000.0,Automatic,second,diesel,750000,13.527829818844937
Hyundai,0,2300.0,Automatic,first,petrol,1200500,13.998249527629353
Hyundai,2,6199.0,Manual,first,petrol,874999,13.681979165339751
Mercedes-Benz,10,56000.0,Automatic,second,petrol,1575000,14.269766465162304
Maruti Suzuki,3,85000.0,Manual,first,hybrid,975000,13.790193775620484
Maruti Suzuki,3,80000.0,Automatic,first,petrol,1200000,13.997832948091215
Honda,8,52000.0,Automatic,first,petrol,395000,12.886643575525625
Renault,5,29000.0,Manual,second,diesel,695000,13.451668563394815
Hyundai,8,39451.0,Automatic,second,petrol,440000,12.994532278619134
Kia,4,55090.0,Automatic,first,petrol,1500000,14.220976332738882
Maruti Suzuki,8,105000.0,Automatic,first,hybrid,310000,12.644330802262578
Maruti Suzuki,2,13000.0,Automatic,second,hybrid,590000,13.28787951079572
Mercedes-Benz,6,15000.0,Automatic,second,diesel,2750000,14.827111833279051
Hyundai,5,51000.0,Manual,second,hybrid,485000,13.091906231773164
Maruti Suzuki,4,35.0,Automatic,first,hybrid,400000,12.899222326086994
Toyota,12,160059.0,Manual,second,diesel,1290000,14.070153551531353
Maruti Suzuki,13,100000.0,Automatic,second,hybrid,290000,12.577639650232573
Maruti Suzuki,6,110000.0,Manual,second,diesel,835000,13.635188201437066
Honda,10,60000.0,Manual,second,hybrid,425000,12.959846800844963
Skoda,1,5400.0,Automatic,first,petrol,1390000,14.144815024531075
Maruti Suzuki,4,63000.0,Manual,first,petrol,489999,13.102160670086809
Maruti Suzuki,8,77000.0,Manual,second,hybrid,600000,13.304686600863562
Mercedes-Benz,10,57396.0,Automatic,second,diesel,1400000,14.151983508870947
Maruti Suzuki,5,35000.0,Automatic,first,hybrid,525000,13.171155446333852
Hyundai,4,65500.0,Automatic,first,diesel,1700000,14.346139397261565
Tata,6,72000.0,Manual,first,petrol,400000,12.899222326086994
Renault,5,30000.0,Automatic,first,hybrid,259000,12.464587201678082
Maruti Suzuki,7,78000.0,Automatic,second,petrol,515000,13.151924121391561
Maruti Suzuki,13,113000.0,Manual,second,diesel,300000,12.611541086966115
Maruti Suzuki,6,53545.0,Automatic,first,petrol,725000,13.493928313146206
Hyundai,5,83999.0,Automatic,first,petrol,799999,13.592367006650065
Renault,5,65142.0,Manual,second,petrol,345000,12.75130259456002
Hyundai,3,89500.0,Automatic,second,hybrid,551521,13.220437008085863
Maruti Suzuki,7,50000.0,Manual,first,petrol,725000,13.493928313146206
Honda,12,83000.0,Automatic,second,hybrid,355000,12.779875885354993
Hyundai,7,76000.0,Automatic,first,petrol,775000,13.560619598657233
Maruti Suzuki,8,104000.0,Manual,second,diesel,590000,13.28787951079572
Volkswagen,13,62000.0,Manual,second,diesel,250000,12.429220196836383
Honda,6,52000.0,Automatic,first,petrol,571000,13.255146239950099
Maruti Suzuki,3,40.0,Automatic,first,hybrid,550000,13.217675375388819
Maruti Suzuki,6,73000.0,Manual,second,petrol,445000,13.005831808336863
Hyundai,13,300000.0,Manual,second,hybrid,165000,12.013706813470414
Volkswagen,8,82000.0,Manual,second,petrol,435000,12.983103608918753
Maruti Suzuki,7,37180.0,Manual,second,petrol,359000,12.791080452981857
Hyundai,5,22000.0,Manual,first,petrol,650000,13.384729180332174
Hyundai,2,35380.0,Manual,second,diesel,1085000,13.897091466615258
Hyundai,13,80000.0,Automatic,first,hybrid,112000,11.626263078808801
Maruti Suzuki,7,65800.0,Automatic,second,petrol,450000,13.017005083966255
Maruti Suzuki,2,16000.0,Automatic,first,petrol,875000,13.681980308196241
Hyundai,5,39000.0,Automatic,first,petrol,1200000,13.997832948091215
Volkswagen,12,128000.0,Manual,second,diesel,250000,12.429220196836383
Tata,2,50481.0,Automatic,first,petrol,720000,13.487007879880162
Maruti Suzuki,11,102000.0,Automatic,second,hybrid,200000,12.206077645517674
Land Rover,6,75000.0,Automatic,second,diesel,2450000,14.711598990684092
Maruti Suzuki,6,66000.0,Automatic,second,hybrid,525000,13.171155446333852
Hyundai,1,38053.0,Manual,first,hybrid,739000,13.513054553109397
Honda,16,95000.0,Automatic,second,hybrid,225000,12.323860125621126
Maruti Suzuki,17,80000.0,Manual,second,hybrid,125000,11.736077016252437
Hyundai,10,98000.0,Automatic,second,diesel,850000,13.652992804936396
Hyundai,13,120000.0,Automatic,second,hybrid,321000,12.679199517372098
Skoda,2,21000.0,Automatic,first,petrol,1300000,14.077875591662238
Maruti Suzuki,7,97000.0,Automatic,second,hybrid,350000,12.765691290604371
Hyundai,1,8000.0,Manual,first,petrol,1400000,14.151983508870947
Mini,11,98000.0,Automatic,second,diesel,1550000,14.253766134056512
Maruti Suzuki,8,55000.0,Automatic,second,hybrid,361000,12.796636007394284
Maruti Suzuki,9,38000.0,Automatic,second,hybrid,350000,12.765691290604371
Audi,11,140000.0,Automatic,second,diesel,1091000,13.902606181405073
Toyota,8,274649.0,Manual,second,diesel,825000,13.623139877437296
Toyota,5,28000.0,Manual,second,diesel,3300000,15.009433329466965
Maruti Suzuki,2,38456.0,Manual,first,hybrid,1125000,13.933294482509151
Lexus,4,67000.0,Automatic,first,hybrid,3900000,15.176487367510099
Hyundai,13,72000.0,Manual,second,hybrid,255000,12.449022745701502
Porsche,7,62000.0,Automatic,second,diesel,3275000,15.001828732394953
Renault,8,60000.0,Manual,first,petrol,175000,12.07254696717504
Hyundai,15,90000.0,Automatic,second,hybrid,165000,12.013706813470414
Maruti Suzuki,6,110000.0,Manual,second,diesel,725000,13.493928313146206
Hyundai,13,55000.0,Manual,second,hybrid,195000,12.180759965737863
Maruti Suzuki,7,90000.0,Automatic,first,petrol,165000,12.013706813470414
Maruti Suzuki,17,177500.0,Manual,second,hybrid,135000,11.813037464800539
Hyundai,15,43000.0,Manual,second,diesel,325000,12.691583538230217
Hyundai,7,35000.0,Manual,first,petrol,445000,13.005831808336863
Toyota,14,182000.0,Manual,second,diesel,420000,12.948012371209098
Maruti Suzuki,20,65238.0,Manual,first,petrol,75000,11.225256725762893
Honda,6,46000.0,Manual,first,hybrid,545000,13.208542908506082
Hyundai,11,103000.0,Manual,first,hybrid,210000,12.25486757159303
Honda,13,70000.0,Manual,second,petrol,280000,12.54254845357358
Hyundai,2,68000.0,Manual,first,hybrid,675000,13.42246945133505
Maruti Suzuki,7,61231.0,Automatic,second,hybrid,475000,13.07107218827772
Toyota,10,127000.0,Manual,second,diesel,1640000,14.310207409556293
BMW,6,62000.0,Automatic,first,petrol,3900000,15.176487367510099
Maruti Suzuki,7,75000.0,Automatic,first,hybrid,399000,12.896719202134523
Honda,10,76000.0,Manual,second,diesel,465000,13.049794835104816
Maruti Suzuki,2,45000.0,Automatic,first,hybrid,840000,13.641158361294979
Honda,10,59121.0,Manual,first,petrol,449999,13.017002861746503
Hyundai,4,48000.0,Manual,first,hybrid,635000,13.361381852676738
Skoda,12,72000.0,Automatic,second,diesel,395000,12.886643575525625
BMW,10,87000.0,Automatic,second,diesel,1775111,14.38937407749257
Maruti Suzuki,5,40093.0,Manual,first,hybrid,520000,13.161586013632684
Renault,3,23575.0,Automatic,first,petrol,660000,13.399996629152975
Maruti Suzuki,10,73000.0,Manual,first,hybrid,570000,13.25339339419516
Hyundai,4,69045.0,Automatic,first,petrol,1475000,14.204169225721929
Maruti Suzuki,7,75000.0,Manual,second,diesel,799000,13.591117476312084
Maruti Suzuki,6,22000.0,Manual,second,petrol,565000,13.244582780038517
Skoda,9,66000.0,Automatic,second,diesel,525000,13.171155446333852
Mahindra,6,99500.0,Automatic,second,diesel,1000000,13.815511557963774
Datsun,7,60000.0,Manual,first,petrol,190000,12.154784614286667
Maruti Suzuki,5,63000.0,Automatic,first,hybrid,520000,13.161586013632684
Hyundai,5,55000.0,Automatic,first,petrol,685000,13.437175577097312
Maruti Suzuki,8,52000.0,Manual,first,hybrid,360000,12.793862088206213
Maruti Suzuki,9,41000.0,Manual,first,petrol,450000,13.017005083966255
Hyundai,1,12340.0,Automatic,first,hybrid,250000,12.429220196836383
Skoda,14,81000.0,Automatic,second,diesel,275000,12.524530013005734
Maruti Suzuki,4,28500.0,Manual,first,petrol,422000,12.952762962683588
Maruti Suzuki,7,55000.0,Automatic,second,hybrid,490000,13.102162710901053
Maruti Suzuki,7,85000.0,Manual,first,hybrid,391000,12.876465396508989
Hyundai,3,13000.0,Manual,first,petrol,1400000,14.151983508870947
Kia,5,47000.0,Manual,second,petrol,990000,13.805461232211272
Tata,2,50000.0,Manual,first,hybrid,900000,13.710151153416941
Nissan,8,78000.0,Automatic,second,hybrid,325000,12.691583538230217
Toyota,8,72000.0,Automatic,first,diesel,1650000,14.316286451937186
Ford,8,72000.0,Automatic,first,diesel,2150000,14.580978865220017
Toyota,6,69000.0,Automatic,second,petrol,2350000,14.669926311652166
Toyota,5,47615.0,Manual,first,diesel,2125000,14.56928283092878
Maruti Suzuki,5,11250.0,Automatic,first,petrol,690000,13.444448325847754
Maruti Suzuki,6,191000.0,Manual,second,hybrid,240000,12.388398368982115
Maruti Suzuki,14,65000.0,Manual,second,petrol,85000,11.350418300109132
Renault,2,34947.0,Automatic,first,petrol,680000,13.429849547739444
Maruti Suzuki,3,53000.0,Manual,first,petrol,615000,13.329379172803593
Renault,6,70000.0,Manual,first,diesel,695000,13.451668563394815
Kia,3,58000.0,Automatic,first,diesel,1675000,14.331324320256051
Volkswagen,13,49000.0,Automatic,first,hybrid,230000,12.345838935721968
Volkswagen,8,64000.0,Automatic,first,petrol,650000,13.384729180332174
Maruti Suzuki,2,28000.0,Manual,first,hybrid,625000,13.345508528717259
Land Rover,3,52000.0,Automatic,first,petrol,9700000,16.08763654656639
Maruti Suzuki,3,48000.0,Automatic,second,hybrid,560000,13.235693848424024
Tata,3,61000.0,Automatic,second,diesel,1550000,14.253766134056512
Maruti Suzuki,7,76000.0,Automatic,first,hybrid,280000,12.54254845357358
Toyota,9,197000.0,Automatic,first,diesel,1375000,14.13396501635527
Skoda,7,116000.0,Automatic,first,diesel,1551000,14.254411086903794
Tata,5,72000.0,Manual,first,petrol,575000,13.26212705890841
Toyota,8,39000.0,Automatic,first,petrol,625000,13.345508528717259
Skoda,9,98000.0,Automatic,first,diesel,445000,13.005831808336863
Maruti Suzuki,8,64236.0,Manual,second,hybrid,350000,12.765691290604371
Mercedes-Benz,7,66000.0,Automatic,second,diesel,3350000,15.024471202308668
Maruti Suzuki,7,63000.0,Automatic,first,petrol,675000,13.42246945133505
Toyota,3,30000.0,Automatic,first,hybrid,9800000,16.097893045681612
Honda,4,11000.0,Manual,first,petrol,575000,13.26212705890841
Maruti Suzuki,2,17000.0,Automatic,first,petrol,740000,13.51440681653079
Maruti Suzuki,13,78000.0,Manual,second,hybrid,170000,12.04355959836804
Maruti Suzuki,11,73000.0,Manual,second,petrol,310000,12.644330802262578
Tata,6,103000.0,Automatic,second,diesel,820000,13.617060838751888
Maruti Suzuki,7,44708.0,Manual,second,petrol,360000,12.793862088206213
Maruti Suzuki,9,91500.0,Manual,first,petrol,370000,12.821260987319457
Volkswagen,6,79000.0,Manual,first,petrol,690000,13.444448325847754
Maruti Suzuki,4,65000.0,Manual,first,hybrid,415000,12.936036208848487
Hyundai,10,60142.0,Manual,second,petrol,295000,12.59473402514672
Hyundai,2,36380.0,Automatic,first,petrol,1450000,14.187074804051692
Hyundai,9,38000.0,Automatic,first,petrol,460000,13.038983942375959
Maruti Suzuki,8,55000.0,Automatic,second,hybrid,361000,12.796636007394284
Ford,7,83000.0,Manual,first,petrol,469000,13.058360179622305
Maruti Suzuki,7,72000.0,Manual,second,hybrid,721000,13.488395803228677
Maruti Suzuki,4,84000.0,Manual,first,petrol,310000,12.644330802262578
Hyundai,8,58000.0,Automatic,second,petrol,925000,13.73755009757506
Toyota,7,97000.0,Automatic,second,diesel,1449000,14.186384911433706
Ford,13,97000.0,Manual,second,petrol,132000,11.790564777297387
Maruti Suzuki,4,86550.0,Manual,first,hybrid,949500,13.76369186241981
BMW,13,103000.0,Automatic,second,diesel,650000,13.384729180332174
Ford,11,69000.0,Manual,second,hybrid,345000,12.75130259456002
Toyota,14,245000.0,Manual,second,diesel,525000,13.171155446333852
Hyundai,6,300000.0,Automatic,first,petrol,950000,13.76421831620775
Toyota,12,175000.0,Manual,second,diesel,1025000,13.840204146163925
Tata,6,69000.0,Automatic,first,petrol,380000,12.847929163278053
Maruti Suzuki,6,40210.0,Automatic,first,hybrid,525000,13.171155446333852
Hyundai,3,18121.0,Manual,first,petrol,550000,13.217675375388819
Land Rover,1,7100.0,Automatic,first,petrol,13000000,16.380459992348886
Maruti Suzuki,8,16491.0,Automatic,first,petrol,375000,12.834683971615659
Maruti Suzuki,4,300000.0,Automatic,first,hybrid,535000,13.190023895035274
Mahindra,6,64000.0,Manual,second,diesel,895000,13.704580114574805
Honda,15,86368.0,Automatic,second,hybrid,185000,12.128116509451258
Mahindra,8,70000.0,Automatic,second,hybrid,300000,12.611541086966115
Tata,3,31000.0,Automatic,second,diesel,1700000,14.346139397261565
Maruti Suzuki,1,31000.0,Manual,first,hybrid,1375000,14.13396501635527
Volvo,6,41950.0,Automatic,first,petrol,6499999,15.687312734865866
Hyundai,2,31000.0,Automatic,first,petrol,1725000,14.360738188157574
Volkswagen,7,79085.0,Automatic,second,diesel,1825000,14.417091092943783
Hyundai,6,85000.0,Manual,second,hybrid,489000,13.100119813444692
Maruti Suzuki,7,70000.0,Automatic,first,petrol,550000,13.217675375388819
Honda,16,105000.0,Automatic,first,hybrid,200000,12.206077645517674
Maruti Suzuki,8,72000.0,Manual,second,hybrid,230000,12.345838935721968
Mercedes-Benz,5,58000.0,Automatic,first,diesel,4475000,15.314017133154755
Maruti Suzuki,13,69838.0,Manual,second,hybrid,175000,12.07254696717504
Maruti Suzuki,5,68000.0,Manual,first,petrol,550000,13.217675375388819
Skoda,1,11000.0,Automatic,first,petrol,1550000,14.253766134056512
Volkswagen,5,78500.0,Automatic,first,diesel,1750000,14.375126917328105
Hyundai,2,83000.0,Manual,first,diesel,965000,13.779884416590017
Hyundai,3,11000.0,Manual,first,petrol,875000,13.681980308196241
Maruti Suzuki,3,52428.0,Manual,first,hybrid,1045000,13.85952840031839
Maruti Suzuki,4,42126.0,Manual,first,hybrid,1025001,13.840205121772254
Kia,1,19000.0,Automatic,first,diesel,1300000,14.077875591662238
BMW,9,85000.0,Automatic,second,diesel,1375000,14.13396501635527
Hyundai,3,40215.0,Automatic,first,diesel,790000,13.579789490265188
Tata,6,137000.0,Automatic,second,hybrid,230000,12.345838935721968
Maruti Suzuki,4,90000.0,Manual,second,hybrid,615000,13.329379172803593
Honda,7,59000.0,Automatic,second,petrol,895000,13.704580114574805
Hyundai,8,58000.0,Manual,first,hybrid,460000,13.038983942375959
BMW,13,80594.0,Automatic,second,diesel,1450000,14.187074804051692
MG,1,15000.0,Automatic,first,petrol,2149000,14.580513640957252
Maruti Suzuki,7,62000.0,Automatic,second,hybrid,359000,12.791080452981857
BMW,10,69000.0,Automatic,second,diesel,850000,13.652992804936396
Porsche,4,50000.0,Automatic,first,hybrid,11000000,16.213405921671733
Volkswagen,11,89000.0,Manual,second,diesel,350000,12.765691290604371
Hyundai,8,78000.0,Manual,second,hybrid,635000,13.361381852676738
Volkswagen,11,41000.0,Automatic,second,petrol,445000,13.005831808336863
Maruti Suzuki,5,61000.0,Automatic,second,hybrid,690000,13.444448325847754
Maruti Suzuki,14,81000.0,Automatic,second,hybrid,95000,11.461642696843066
Hyundai,2,19000.0,Manual,first,petrol,1379999,14.137594057133388
Mahindra,5,44000.0,Manual,second,diesel,745000,13.521140839642674
Honda,9,21000.0,Automatic,first,hybrid,272000,12.513561021741964
Toyota,10,122000.0,Automatic,second,petrol,799000,13.591117476312084
Skoda,5,65000.0,Manual,second,petrol,790000,13.579789490265188
Tata,2,35000.0,Automatic,first,diesel,1650000,14.316286451937186
Maruti Suzuki,14,65000.0,Manual,second,petrol,265000,12.487488878546145
Tata,6,39000.0,Manual,first,petrol,320000,12.676079399771027
Honda,5,17000.0,Automatic,first,petrol,750000,13.527829818844937
Skoda,1,4000.0,Automatic,first,petrol,1650000,14.316286451937186
Hyundai,8,37000.0,Manual,second,petrol,495000,13.112315061750808
Hyundai,3,62250.0,Automatic,first,hybrid,599000,13.303018546545275
Volkswagen,4,36521.0,Automatic,first,petrol,798000,13.589865129563993
Mahindra,8,50000.0,Manual,first,hybrid,330000,12.706850963741102
Renault,5,52004.0,Manual,first,petrol,325000,12.691583538230217
Volkswagen,6,48000.0,Automatic,first,petrol,700000,13.45883704259595
Hyundai,6,71422.0,Automatic,first,diesel,1450000,14.187074804051692
Honda,7,68000.0,Manual,first,petrol,760000,13.541075028051122
Toyota,5,105000.0,Automatic,second,diesel,1795000,14.400516137007425
Toyota,5,40000.0,Automatic,first,petrol,2595000,14.769097459938507
Hyundai,4,50000.0,Manual,second,diesel,740000,13.51440681653079
Maruti Suzuki,2,13000.0,Automatic,second,petrol,575000,13.26212705890841
Renault,6,67000.0,Manual,second,petrol,225000,12.323860125621126
Maruti Suzuki,14,35.0,Automatic,first,hybrid,72000,11.184435286790631
Ford,14,75000.0,Manual,second,diesel,190000,12.154784614286667
Mini,5,55000.0,Automatic,second,diesel,3700000,15.123843647884687
Ford,8,80000.0,Manual,second,diesel,2750000,14.827111833279051
Ambassador,1,54000.0,Manual,first,petrol,421000,12.95039048795861
Maruti Suzuki,10,58000.0,Automatic,second,petrol,265000,12.487488878546145
Kia,3,100000.0,Automatic,first,diesel,2700000,14.80876270134486
Toyota,6,90000.0,Automatic,second,petrol,1299000,14.07710606547538
