Brand,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,AskPrice_Log
Fiat,8,94000.0,Manual,second,hybrid/cng,221000,12.30592250537653
Volkswagen,13,70000.0,Automatic,second,hybrid/cng,290000,12.577639650232573
Hyundai,11,56000.0,Manual,second,petrol,195000,12.180759965737863
Hyundai,3,300000.0,Manual,first,diesel,790000,13.579789490265188
Toyota,0,6000.0,Automatic,first,diesel,5495000,15.519349327803464
Maruti Suzuki,10,65000.0,Manual,first,petrol,270000,12.506180941677357
Jeep,3,32000.0,Automatic,first,petrol,1899000,14.456838516387228
Hyundai,3,55000.0,Manual,first,hybrid/cng,625000,13.345508528717259
Maruti Suzuki,2,45000.0,Automatic,first,hybrid/cng,840000,13.641158361294979
Honda,9,68000.0,Manual,second,diesel,399000,12.896719202134523
Maruti Suzuki,7,62000.0,Automatic,first,hybrid/cng,411000,12.926350926565435
Hyundai,13,45000.0,Manual,second,petrol,315000,12.660331092405906
Mahindra,3,51000.0,Automatic,second,diesel,1590000,14.279245203127035
Renault,9,75000.0,Manual,second,diesel,560000,13.235693848424024
Tata,1,20000.0,Manual,second,hybrid/cng,730000,13.500801182986649
Maruti Suzuki,5,45640.0,Manual,second,petrol,460000,13.038983942375959
Hyundai,13,71303.0,Automatic,second,petrol,325000,12.691583538230217
Maruti Suzuki,13,73500.0,Manual,first,hybrid/cng,70000,11.156264806643742
Hyundai,7,90001.0,Manual,first,diesel,430000,12.971542813248437
Isuzu,2,15000.0,Automatic,first,diesel,2000000,14.508658238524095
Maruti Suzuki,12,56000.0,Manual,first,hybrid/cng,195000,12.180759965737863
Hyundai,4,123000.0,Automatic,first,petrol,1150000,13.955273369904273
Toyota,0,1600.0,Automatic,first,petrol,2285000,14.641877019947108
Honda,10,87000.0,Manual,first,diesel,495000,13.112315061750808
Hyundai,7,67879.0,Manual,first,diesel,730000,13.500801182986649
Maruti Suzuki,4,72000.0,Automatic,second,hybrid/cng,375000,12.834683971615659
Volkswagen,3,300000.0,Automatic,second,petrol,1100000,13.910821646859095
Honda,9,104000.0,Automatic,second,hybrid/cng,775000,13.560619598657233
Mercedes-Benz,13,300000.0,Automatic,first,diesel,1150000,13.955273369904273
Jeep,7,80000.0,Manual,first,diesel,850000,13.652992804936396
Honda,9,78300.0,Automatic,first,hybrid/cng,611000,13.322853874813605
Volkswagen,14,140000.0,Manual,second,diesel,350000,12.765691290604371
Volkswagen,8,75000.0,Automatic,second,petrol,530000,13.180634172318978
Maruti Suzuki,7,63000.0,Automatic,second,hybrid/cng,550000,13.217675375388819
Tata,6,42000.0,Automatic,first,hybrid/cng,535000,13.190023895035274
Fiat,10,80000.0,Automatic,second,petrol,179001,12.09515225794483
Mahindra,11,81000.0,Manual,first,diesel,571000,13.255146239950099
Maruti Suzuki,7,65500.0,Automatic,first,hybrid/cng,550000,13.217675375388819
Mahindra,8,67000.0,Manual,second,diesel,675000,13.42246945133505
Maruti Suzuki,3,60000.0,Manual,first,hybrid/cng,510000,13.1421679654829
Mercedes-Benz,5,58000.0,Automatic,first,diesel,2951000,14.8976549927932
Volvo,11,56000.0,Automatic,second,diesel,1250000,14.038654909278163
Maruti Suzuki,3,89000.0,Manual,first,hybrid/cng,560000,13.235693848424024
Honda,14,75000.0,Automatic,second,hybrid/cng,225000,12.323860125621126
Maruti Suzuki,4,51000.0,Automatic,second,hybrid/cng,950000,13.76421831620775
Maruti Suzuki,15,70000.0,Manual,second,petrol,130000,11.775297421715827
Hyundai,10,71900.0,Automatic,second,hybrid/cng,450000,13.017005083966255
Renault,7,22000.0,Manual,second,petrol,285000,12.560247968016562
Maruti Suzuki,4,70000.0,Manual,second,petrol,450000,13.017005083966255
Maruti Suzuki,10,25500.0,Manual,first,diesel,574000,13.260386417460465
Volkswagen,6,78000.0,Automatic,second,petrol,775000,13.560619598657233
Toyota,4,75000.0,Automatic,first,diesel,2000000,14.508658238524095
Maruti Suzuki,3,17532.0,Manual,first,petrol,704429,13.465144244135104
Ford,13,97000.0,Manual,second,petrol,130000,11.775297421715827
Honda,12,66000.0,Automatic,first,hybrid/cng,350000,12.765691290604371
Toyota,2,16800.0,Automatic,first,diesel,3400000,15.039286283703994
Maruti Suzuki,12,50000.0,Manual,second,hybrid/cng,275000,12.524530013005734
Maruti Suzuki,7,69000.0,Manual,first,diesel,499999,13.122363377404328
Skoda,3,34000.0,Manual,first,petrol,1250000,14.038654909278163
Jeep,7,78000.0,Automatic,first,petrol,975000,13.790193775620484
Audi,10,92000.0,Automatic,second,diesel,1025000,13.840204146163925
Volkswagen,7,130000.0,Automatic,second,petrol,850000,13.652992804936396
Hyundai,4,65000.0,Automatic,second,hybrid/cng,435000,12.983103608918753
Maruti Suzuki,6,19000.0,Manual,first,petrol,525000,13.171155446333852
Hyundai,3,65900.0,Automatic,first,hybrid/cng,651000,13.386266457287837
Tata,3,52000.0,Automatic,first,petrol,2050000,14.53335083891935
Maruti Suzuki,12,65000.0,Manual,first,petrol,195000,12.180759965737863
Maruti Suzuki,7,84500.0,Manual,second,diesel,490000,13.102162710901053
Maruti Suzuki,13,109500.0,Automatic,first,hybrid/cng,245000,12.409017571151187
BMW,8,59000.0,Automatic,first,diesel,1650000,14.316286451937186
Tata,2,50000.0,Manual,first,diesel,1750000,14.375126917328105
Maruti Suzuki,8,89700.0,Manual,second,petrol,369000,12.818554633046093
Maruti Suzuki,1,35000.0,Automatic,first,hybrid/cng,750000,13.527829818844937
Honda,9,93000.0,Manual,first,diesel,445000,13.005831808336863
Maruti Suzuki,17,25.0,Automatic,first,hybrid/cng,70000,11.156264806643742
Maruti Suzuki,7,51000.0,Automatic,first,petrol,555000,13.22672519452875
Maruti Suzuki,8,51000.0,Manual,second,petrol,400000,12.899222326086994
Ford,11,73000.0,Manual,second,diesel,395000,12.886643575525625
Chevrolet,12,99000.0,Manual,second,diesel,130000,11.775297421715827
Maruti Suzuki,8,95000.0,Manual,second,hybrid/cng,375000,12.834683971615659
Nissan,12,32000.0,Automatic,second,hybrid/cng,270000,12.506180941677357
Maruti Suzuki,5,76000.0,Manual,first,hybrid/cng,450000,13.017005083966255
Maruti Suzuki,4,64185.0,Manual,first,hybrid/cng,985000,13.800397935382136
Hyundai,9,38000.0,Manual,second,petrol,490000,13.102162710901053
Maruti Suzuki,6,150000.0,Manual,first,diesel,724999,13.493926933836812
Maruti Suzuki,5,75000.0,Manual,first,hybrid/cng,320000,12.676079399771027
Mahindra,12,133000.0,Manual,second,diesel,500000,13.122365377402328
Mitsubishi,10,150000.0,Manual,second,diesel,975000,13.790193775620484
Ford,10,53000.0,Manual,first,diesel,365000,12.807655372286902
Maruti Suzuki,14,92000.0,Manual,second,hybrid/cng,105000,11.561725152903833
Renault,4,45011.0,Manual,first,petrol,375000,12.834683971615659
Hyundai,15,13570.0,Automatic,first,hybrid/cng,155000,11.951186847493476
Mahindra,2,11000.0,Manual,first,diesel,1768000,14.385360087790426
Maruti Suzuki,2,5000.0,Manual,first,petrol,1060000,13.87378040948403
Honda,13,300000.0,Automatic,second,hybrid/cng,444444,13.004581591747163
Skoda,11,75000.0,Automatic,first,hybrid/cng,295000,12.59473402514672
Maruti Suzuki,8,120000.0,Manual,first,hybrid/cng,590000,13.28787951079572
Hyundai,11,66500.0,Manual,first,petrol,245000,12.409017571151187
Maruti Suzuki,1,20000.0,Manual,second,hybrid/cng,600000,13.304686600863562
Maruti Suzuki,5,65000.0,Automatic,first,petrol,600000,13.304686600863562
Mahindra,15,145000.0,Manual,first,diesel,315000,12.660331092405906
Chevrolet,11,77000.0,Manual,second,hybrid/cng,250000,12.429220196836383
Hyundai,6,50000.0,Manual,first,petrol,269991,12.506147607911917
Hyundai,6,88652.0,Manual,second,diesel,785000,13.573440270649085
Hyundai,7,37638.0,Manual,first,diesel,580000,13.270785106659046
Maruti Suzuki,0,3000.0,Manual,first,hybrid/cng,1199000,13.99699926803766
Audi,7,65000.0,Automatic,second,diesel,1690000,14.340239678615058
Maruti Suzuki,6,42000.0,Automatic,second,hybrid/cng,550000,13.217675375388819
Maruti Suzuki,6,66000.0,Automatic,second,hybrid/cng,535000,13.190023895035274
Audi,12,119812.0,Automatic,second,diesel,780000,13.567050480716235
Renault,8,64000.0,Manual,second,diesel,325000,12.691583538230217
Maruti Suzuki,1,9000.0,Manual,first,petrol,1450000,14.187074804051692
Mahindra,10,110000.0,Manual,second,diesel,625000,13.345508528717259
Maruti Suzuki,9,68000.0,Manual,first,hybrid/cng,380000,12.847929163278053
Volkswagen,0,1.0,Automatic,first,petrol,3175000,14.97081850526951
Lexus,6,132000.0,Automatic,first,hybrid/cng,3850000,15.163583966004193
Hyundai,6,23000.0,Automatic,first,petrol,1035111,13.850020191387436
Hyundai,6,94000.0,Manual,second,diesel,350000,12.765691290604371
Hyundai,5,91571.0,Manual,first,petrol,681000,13.431319053559353
Honda,6,32000.0,Manual,second,hybrid/cng,700000,13.45883704259595
Maruti Suzuki,9,75000.0,Manual,first,hybrid/cng,349999,12.765688433465597
Maruti Suzuki,13,68000.0,Automatic,second,hybrid/cng,165000,12.013706813470414
Maruti Suzuki,8,114000.0,Manual,second,hybrid/cng,619000,13.335862167174314
Mahindra,6,85000.0,Manual,second,diesel,1385000,14.141211419624977
Mercedes-Benz,3,47000.0,Automatic,first,diesel,4500000,15.319588176962746
Maruti Suzuki,3,72375.0,Manual,first,hybrid/cng,690000,13.444448325847754
Kia,5,79000.0,Manual,second,petrol,1095000,13.90626583447433
Maruti Suzuki,8,152000.0,Automatic,second,hybrid/cng,380786,12.849995442661148
Maruti Suzuki,1,5500.0,Manual,first,petrol,955000,13.769467666582738
Hyundai,11,60000.0,Manual,second,petrol,350000,12.765691290604371
Maruti Suzuki,1,56000.0,Automatic,first,hybrid/cng,560000,13.235693848424024
Maruti Suzuki,7,65000.0,Automatic,second,hybrid/cng,570000,13.25339339419516
Maruti Suzuki,12,105000.0,Automatic,second,hybrid/cng,220000,12.301387370778713
Volkswagen,8,37000.0,Automatic,second,petrol,649000,13.38318953651709
Maruti Suzuki,9,52000.0,Automatic,second,hybrid/cng,349000,12.762830066509972
Toyota,9,54419.0,Manual,second,hybrid/cng,699000,13.457407451830088
Mahindra,8,90000.0,Manual,second,diesel,1040000,13.854732232655556
Maruti Suzuki,5,64000.0,Automatic,second,hybrid/cng,820000,13.617060838751888
Mahindra,5,85000.0,Automatic,first,diesel,875000,13.681980308196241
Hyundai,9,66698.0,Manual,second,diesel,745000,13.521140839642674
Hyundai,4,47000.0,Manual,second,diesel,750000,13.527829818844937
Toyota,0,1900.0,Automatic,first,hybrid/cng,2125000,14.56928283092878
Toyota,6,150000.0,Manual,first,diesel,1235000,14.026582337760486
Maruti Suzuki,8,25000.0,Manual,first,petrol,515000,13.151924121391561
Honda,7,56000.0,Manual,first,diesel,480000,13.081543466215237
Maruti Suzuki,7,54000.0,Manual,second,hybrid/cng,215000,12.278397958261774
Hyundai,0,8499.0,Automatic,first,petrol,1574999,14.269765830241871
Hyundai,6,63512.0,Manual,first,petrol,555000,13.22672519452875
Maruti Suzuki,8,57000.0,Automatic,first,petrol,399000,12.896719202134523
Skoda,14,88000.0,Automatic,second,petrol,170000,12.04355959836804
Hyundai,11,62000.0,Manual,second,hybrid/cng,325000,12.691583538230217
Hyundai,9,53000.0,Automatic,first,hybrid/cng,429000,12.969214528909768
Skoda,9,150000.0,Automatic,first,diesel,899000,13.70903942580019
Honda,8,39000.0,Manual,second,petrol,285000,12.560247968016562
Maruti Suzuki,5,110000.0,Automatic,first,petrol,475000,13.07107218827772
Maruti Suzuki,6,80000.0,Automatic,first,hybrid/cng,220000,12.301387370778713
Maruti Suzuki,10,75871.0,Manual,second,hybrid/cng,575000,13.26212705890841
Hyundai,8,106000.0,Automatic,second,diesel,985000,13.800397935382136
Hyundai,8,62000.0,Manual,second,petrol,465000,13.049794835104816
Maruti Suzuki,10,97000.0,Manual,second,hybrid/cng,300000,12.611541086966115
Maruti Suzuki,12,146000.0,Manual,second,hybrid/cng,210000,12.25486757159303
Jeep,6,69000.0,Manual,first,diesel,921000,13.733216401013184
Honda,9,67000.0,Automatic,second,hybrid/cng,565000,13.244582780038517
Maruti Suzuki,5,53000.0,Manual,first,diesel,700000,13.45883704259595
Maruti Suzuki,9,81000.0,Automatic,second,hybrid/cng,255000,12.449022745701502
Honda,6,55000.0,Automatic,second,petrol,690000,13.444448325847754
Maruti Suzuki,13,111000.0,Manual,second,diesel,330000,12.706850963741102
Honda,12,96266.0,Manual,first,petrol,395000,12.886643575525625
Audi,6,85000.0,Automatic,first,diesel,2471000,14.72013388966512
Maruti Suzuki,6,78000.0,Manual,first,diesel,499999,13.122363377404328
Hyundai,12,49000.0,Manual,first,petrol,185000,12.128116509451258
Hyundai,14,76000.0,Manual,first,petrol,285000,12.560247968016562
Maruti Suzuki,5,300000.0,Manual,second,petrol,675000,13.42246945133505
Hyundai,9,53000.0,Automatic,first,hybrid/cng,429000,12.969214528909768
Honda,7,55000.0,Manual,first,petrol,395000,12.886643575525625
Toyota,8,50000.0,Manual,first,hybrid/cng,355000,12.779875885354993
Maruti Suzuki,6,300000.0,Automatic,first,diesel,695000,13.451668563394815
BMW,5,49000.0,Automatic,first,diesel,2550000,14.751604309291395
Renault,8,85000.0,Manual,first,hybrid/cng,179000,12.095146671399466
Maruti Suzuki,2,7253.0,Manual,first,petrol,495000,13.112315061750808
Mercedes-Benz,10,300000.0,Automatic,second,diesel,4475000,15.314017133154755
Hyundai,9,35000.0,Manual,first,diesel,570000,13.25339339419516
Maruti Suzuki,11,56000.0,Manual,second,hybrid/cng,475000,13.07107218827772
Mahindra,11,81453.0,Manual,first,diesel,460000,13.038983942375959
Maruti Suzuki,5,82000.0,Manual,first,diesel,795000,13.586098651497313
Honda,9,70000.0,Automatic,first,hybrid/cng,811000,13.606024566142413
Mahindra,8,200000.0,Automatic,second,diesel,420000,12.948012371209098
Maruti Suzuki,5,63000.0,Automatic,second,hybrid/cng,820000,13.617060838751888
Maruti Suzuki,2,65000.0,Automatic,second,hybrid/cng,595000,13.296318365198623
Maruti Suzuki,9,73000.0,Manual,second,petrol,230000,12.345838935721968
Honda,10,153000.0,Manual,first,petrol,460000,13.038983942375959
Maruti Suzuki,9,55000.0,Manual,second,hybrid/cng,349000,12.762830066509972
Hyundai,9,85000.0,Manual,first,petrol,295000,12.59473402514672
Toyota,7,163000.0,Manual,first,diesel,1779999,14.392123922268269
Honda,14,86000.0,Manual,second,hybrid/cng,210000,12.25486757159303
Hyundai,7,58789.0,Manual,first,diesel,880000,13.68767832281738
Maruti Suzuki,13,88000.0,Manual,first,petrol,160000,11.982935344196433
Maruti Suzuki,5,78000.0,Manual,first,hybrid/cng,530000,13.180634172318978
Maruti Suzuki,13,78000.0,Automatic,first,hybrid/cng,150000,11.918397239722838
Maruti Suzuki,6,66000.0,Automatic,second,hybrid/cng,515000,13.151924121391561
Maruti Suzuki,8,57000.0,Manual,first,petrol,300000,12.611541086966115
Nissan,6,121000.0,Manual,first,diesel,599000,13.303018546545275
Tata,9,76000.0,Manual,first,diesel,299000,12.608202196848836
Volkswagen,11,100000.0,Manual,second,diesel,230000,12.345838935721968
Renault,5,42000.0,Automatic,second,hybrid/cng,380000,12.847929163278053
Hyundai,5,39000.0,Automatic,first,hybrid/cng,825000,13.623139877437296
Mercedes-Benz,14,143000.0,Automatic,second,diesel,1395000,14.148405690083225
Land Rover,8,70000.0,Automatic,first,diesel,3000000,14.914123179965662
Maruti Suzuki,6,58296.0,Automatic,first,petrol,420000,12.948012371209098
Maruti Suzuki,6,118000.0,Manual,second,diesel,650000,13.384729180332174
Toyota,1,38100.0,Automatic,first,hybrid/cng,3799000,15.150248695396893
Tata,6,54750.0,Automatic,first,hybrid/cng,450000,13.017005083966255
Volkswagen,12,116000.0,Manual,first,diesel,464000,13.047641986378483
Hyundai,2,16000.0,Manual,first,petrol,1300000,14.077875591662238
Hyundai,11,71000.0,Manual,second,hybrid/cng,425000,12.959846800844963
Maruti Suzuki,15,99000.0,Manual,second,hybrid/cng,295000,12.59473402514672
Mahindra,7,46550.0,Automatic,first,petrol,222000,12.310437165348775
Maruti Suzuki,8,72000.0,Manual,second,hybrid/cng,245000,12.409017571151187
Toyota,6,200000.0,Automatic,second,diesel,1850000,14.430696737594902
Honda,7,70000.0,Automatic,second,hybrid/cng,775000,13.560619598657233
Maruti Suzuki,9,32000.0,Manual,first,petrol,495000,13.112315061750808
Honda,5,78000.0,Automatic,second,hybrid/cng,810000,13.60479076121576
Bajaj,17,1500.0,Automatic,first,hybrid/cng,370000,12.821260987319457
Volvo,2,32000.0,Automatic,first,petrol,6300000,15.656060350091908
Hyundai,8,300000.0,Manual,second,petrol,575000,13.26212705890841
Honda,13,70000.0,Automatic,second,hybrid/cng,331000,12.709876675502672
Kia,2,8690.0,Manual,first,petrol,1495000,14.217637433703022
Maruti Suzuki,2,21878.0,Manual,first,hybrid/cng,640000,13.369225017834633
Maruti Suzuki,5,65000.0,Automatic,second,hybrid/cng,820000,13.617060838751888
Maruti Suzuki,15,46000.0,Automatic,second,hybrid/cng,165000,12.013706813470414
Ford,7,102500.0,Manual,first,diesel,400000,12.899222326086994
Ford,6,300000.0,Manual,first,petrol,720000,13.487007879880162
Hyundai,7,76000.0,Manual,first,petrol,460000,13.038983942375959
Kia,1,8100.0,Automatic,first,petrol,1175000,13.976779556623864
Tata,3,19000.0,Automatic,first,petrol,665000,13.407543823396258
Mahindra,10,300000.0,Manual,second,diesel,475000,13.07107218827772
Mahindra,9,90000.0,Manual,first,diesel,475000,13.07107218827772
Volkswagen,5,72000.0,Manual,first,petrol,690000,13.444448325847754
Audi,7,85000.0,Automatic,first,diesel,2698000,14.808021686394692
Hyundai,1,12340.0,Automatic,first,hybrid/cng,250000,12.429220196836383
Toyota,13,71000.0,Automatic,second,petrol,345000,12.75130259456002
Renault,11,85000.0,Manual,second,diesel,311000,12.647551406590285
Maruti Suzuki,3,42000.0,Automatic,first,hybrid/cng,540000,13.199326270390594
Land Rover,7,90000.0,Automatic,first,diesel,3100000,14.946912992035967
Skoda,12,70000.0,Manual,second,diesel,299000,12.608202196848836
Hyundai,15,170000.0,Manual,second,petrol,179000,12.095146671399466
Tata,6,68000.0,Automatic,first,petrol,399000,12.896719202134523
Maruti Suzuki,4,72500.0,Manual,first,hybrid/cng,425000,12.959846800844963
Hyundai,8,70000.0,Manual,first,hybrid/cng,425000,12.959846800844963
Maruti Suzuki,7,80000.0,Automatic,second,hybrid/cng,450000,13.017005083966255
Hyundai,6,65000.0,Manual,second,petrol,465000,13.049794835104816
Honda,7,57000.0,Automatic,second,hybrid/cng,535000,13.190023895035274
Maruti Suzuki,8,77000.0,Automatic,second,hybrid/cng,489999,13.102160670086809
Hyundai,12,20000.0,Automatic,second,petrol,210000,12.25486757159303
Toyota,16,300000.0,Manual,second,diesel,480000,13.081543466215237
Maruti Suzuki,6,92000.0,Automatic,second,petrol,425000,12.959846800844963
Honda,2,29000.0,Manual,first,petrol,950000,13.76421831620775
Hyundai,10,65000.0,Manual,second,hybrid/cng,410000,12.923914877701906
Mahindra,11,115000.0,Automatic,first,diesel,669888,13.414867306000295
Hyundai,6,65000.0,Manual,first,petrol,475000,13.07107218827772
Maruti Suzuki,8,45000.0,Automatic,second,petrol,325000,12.691583538230217
Tata,4,37000.0,Automatic,second,petrol,435000,12.983103608918753
Hyundai,4,92000.0,Manual,first,diesel,960000,13.774689605110144
Volkswagen,6,141000.0,Automatic,second,diesel,1699999,14.346138809026444
Maruti Suzuki,4,78000.0,Automatic,first,diesel,980000,13.795308871054397
Maruti Suzuki,7,92000.0,Manual,first,diesel,599000,13.303018546545275
Maruti Suzuki,5,86000.0,Manual,first,hybrid/cng,390000,12.873904582205107
Maruti Suzuki,9,135000.0,Manual,first,diesel,640000,13.369225017834633
Maruti Suzuki,7,180000.0,Automatic,first,hybrid/cng,260000,12.468440756144114
Ford,10,82000.0,Manual,first,diesel,450000,13.017005083966255
Mercedes-Benz,11,81000.0,Automatic,second,diesel,1599000,14.284889617206765
Maruti Suzuki,10,89000.0,Manual,first,petrol,250000,12.429220196836383
Toyota,5,28000.0,Automatic,first,petrol,625000,13.345508528717259
Maruti Suzuki,9,59000.0,Manual,second,petrol,451000,13.019224835777257
Maruti Suzuki,12,60000.0,Manual,second,diesel,250000,12.429220196836383
Toyota,11,65000.0,Manual,first,petrol,329000,12.703816069256568
Hyundai,9,30.0,Automatic,second,hybrid/cng,280000,12.54254845357358
Tata,2,23000.0,Manual,first,diesel,950000,13.76421831620775
Land Rover,11,99000.0,Automatic,second,diesel,875000,13.681980308196241
Maruti Suzuki,7,85000.0,Automatic,second,hybrid/cng,265000,12.487488878546145
Maruti Suzuki,5,67999.0,Manual,first,hybrid/cng,963000,13.777809729201323
Maruti Suzuki,15,78500.0,Manual,second,petrol,119000,11.686887175419702
Renault,4,28000.0,Manual,first,petrol,589000,13.286183160425152
Maruti Suzuki,7,64000.0,Automatic,second,hybrid/cng,320000,12.676079399771027
Hyundai,10,64000.0,Manual,second,petrol,459000,13.036807667689546
Maruti Suzuki,8,75000.0,Automatic,second,hybrid/cng,260000,12.468440756144114
Mercedes-Benz,12,54000.0,Automatic,second,petrol,875000,13.681980308196241
Maruti Suzuki,11,75000.0,Manual,first,hybrid/cng,235000,12.367345048436391
Maruti Suzuki,6,85000.0,Manual,second,petrol,390000,12.873904582205107
Maruti Suzuki,2,250000.0,Manual,first,hybrid/cng,1140000,13.946539697563276
Maruti Suzuki,1,1234.0,Manual,first,hybrid/cng,250000,12.429220196836383
BMW,5,90000.0,Automatic,second,diesel,1900000,14.45736497045232
Mahindra,3,48000.0,Manual,first,diesel,950000,13.76421831620775
Honda,10,58000.0,Automatic,first,hybrid/cng,460000,13.038983942375959
Maruti Suzuki,5,31000.0,Manual,first,petrol,325000,12.691583538230217
Toyota,10,144000.0,Manual,first,diesel,1500000,14.220976332738882
Hyundai,7,118000.0,Automatic,second,diesel,899000,13.70903942580019
Hyundai,5,65473.0,Manual,first,hybrid/cng,525000,13.171155446333852
Hyundai,9,59000.0,Automatic,second,hybrid/cng,480000,13.081543466215237
Maruti Suzuki,11,85000.0,Manual,first,diesel,470000,13.060490101343552
Maruti Suzuki,1,51000.0,Manual,first,hybrid/cng,550000,13.217675375388819
Mahindra,6,83000.0,Manual,first,diesel,1175000,13.976779556623864
Hyundai,15,73000.0,Automatic,second,hybrid/cng,260000,12.468440756144114
Maruti Suzuki,3,35312.0,Manual,first,hybrid/cng,595000,13.296318365198623
Maruti Suzuki,3,26716.0,Manual,first,petrol,1065000,13.878486296092358
Honda,7,36000.0,Manual,first,petrol,680000,13.429849547739444
Maruti Suzuki,3,52000.0,Automatic,first,hybrid/cng,649000,13.38318953651709
Honda,15,91000.0,Automatic,second,hybrid/cng,96000,11.472113887062386
Maruti Suzuki,10,90000.0,Manual,second,diesel,420000,12.948012371209098
Hyundai,5,65000.0,Manual,second,petrol,432000,12.976183182038383
Toyota,1,33000.0,Automatic,first,hybrid/cng,3600000,15.096444681204078
Renault,7,43000.0,Manual,second,diesel,451500,13.02033286667615
Hyundai,8,205828.0,Manual,first,diesel,700000,13.45883704259595
Mitsubishi,9,135000.0,Automatic,second,diesel,950000,13.76421831620775
Chevrolet,12,76000.0,Manual,second,diesel,138000,11.835016210489899
Maruti Suzuki,8,172000.0,Manual,first,diesel,325000,12.691583538230217
Maruti Suzuki,12,100212.0,Automatic,second,hybrid/cng,241000,12.392556361841777
Maruti Suzuki,9,52000.0,Automatic,second,hybrid/cng,350000,12.765691290604371
Maruti Suzuki,9,23000.0,Manual,second,petrol,249999,12.429216196844383
Toyota,11,143000.0,Automatic,first,diesel,1425000,14.169683073439028
Toyota,8,147000.0,Manual,second,diesel,1499000,14.22030944419592
Honda,17,96000.0,Automatic,second,hybrid/cng,147000,11.898194668458823
Hyundai,17,42000.0,Manual,second,petrol,135000,11.813037464800539
Tata,5,90000.0,Automatic,second,hybrid/cng,650000,13.384729180332174
Maruti Suzuki,19,97000.0,Manual,second,petrol,110000,11.608244735642321
Nissan,7,70805.0,Automatic,second,petrol,483000,13.087774003025942
Honda,6,61000.0,Manual,first,diesel,549000,13.215855541983634
Porsche,13,60000.0,Automatic,second,petrol,2399000,14.690562958662095
Maruti Suzuki,5,41000.0,Automatic,first,hybrid/cng,511000,13.144126826131089
Maruti Suzuki,8,41000.0,Manual,first,petrol,325000,12.691583538230217
Hyundai,11,300000.0,Manual,first,petrol,240000,12.388398368982115
Hyundai,5,35000.0,Manual,first,petrol,465000,13.049794835104816
Volkswagen,10,300000.0,Automatic,first,petrol,475000,13.07107218827772
Maruti Suzuki,10,36000.0,Automatic,first,hybrid/cng,260000,12.468440756144114
Skoda,6,19788.0,Automatic,second,petrol,1750000,14.375126917328105
Hyundai,8,300000.0,Manual,first,petrol,540000,13.199326270390594
Maruti Suzuki,3,40000.0,Automatic,first,hybrid/cng,440000,12.994532278619134
Maruti Suzuki,2,51000.0,Manual,first,hybrid/cng,800000,13.592368256649284
Maruti Suzuki,10,120000.0,Manual,first,diesel,475000,13.07107218827772
Mahindra,3,50922.0,Automatic,second,diesel,1645000,14.31325155008416
Maruti Suzuki,6,65000.0,Automatic,second,hybrid/cng,565000,13.244582780038517
Honda,7,70000.0,Automatic,first,petrol,810000,13.60479076121576
Maruti Suzuki,9,46545.0,Manual,first,petrol,425000,12.959846800844963
Maruti Suzuki,7,45000.0,Automatic,second,hybrid/cng,350000,12.765691290604371
Hyundai,5,90208.0,Manual,first,diesel,800000,13.592368256649284
Maruti Suzuki,8,50470.0,Manual,first,petrol,500000,13.122365377402328
Mercedes-Benz,9,130000.0,Automatic,first,diesel,1875000,14.444119750719839
Maruti Suzuki,13,77500.0,Manual,second,petrol,235000,12.367345048436391
Hyundai,5,40000.0,Automatic,second,hybrid/cng,525000,13.171155446333852
Maruti Suzuki,5,66510.0,Automatic,first,petrol,690000,13.444448325847754
Volkswagen,12,61000.0,Manual,second,petrol,260000,12.468440756144114
Honda,7,300000.0,Manual,second,petrol,585000,13.279368835614243
Maruti Suzuki,7,300000.0,Manual,second,diesel,600000,13.304686600863562
Toyota,1,17000.0,Automatic,first,hybrid/cng,3750000,15.137266664613225
Maruti Suzuki,18,90000.0,Manual,second,petrol,70000,11.156264806643742
Mercedes-Benz,8,80000.0,Automatic,second,diesel,1900000,14.45736497045232
Hyundai,10,300000.0,Manual,first,petrol,400000,12.899222326086994
Hyundai,5,60000.0,Manual,first,hybrid/cng,425000,12.959846800844963
Maruti Suzuki,8,62477.0,Manual,second,hybrid/cng,295000,12.59473402514672
Hyundai,3,34500.0,Automatic,first,petrol,795000,13.586098651497313
Honda,12,75000.0,Manual,first,petrol,260000,12.468440756144114
Maruti Suzuki,16,1.0,Manual,second,hybrid/cng,135000,11.813037464800539
Maruti Suzuki,5,49000.0,Automatic,first,petrol,660000,13.399996629152975
Maruti Suzuki,8,95000.0,Automatic,second,hybrid/cng,264999,12.487485104968359
Maruti Suzuki,2,49000.0,Manual,first,hybrid/cng,565000,13.244582780038517
Kia,4,65000.0,Manual,first,diesel,985000,13.800397935382136
Hyundai,7,37000.0,Automatic,first,petrol,1240000,14.030622744032508
Hyundai,4,300000.0,Automatic,first,hybrid/cng,625000,13.345508528717259
Toyota,2,30000.0,Automatic,first,petrol,1090000,13.901689171636098
Mahindra,9,46000.0,Manual,second,diesel,725000,13.493928313146206
Toyota,5,28146.0,Manual,first,petrol,650000,13.384729180332174
Mercedes-Benz,8,93000.0,Automatic,first,diesel,2800000,14.845130332288226
Tata,3,129000.0,Automatic,first,diesel,1650000,14.316286451937186
Isuzu,5,99156.0,Automatic,first,diesel,1950000,14.48334044336031
